19 # number of timesteps
1 # number of experiments
            concentration1
0.01
0	0.0008
108	0.0008
288	0.0008
468	0.00159
648	0.00478
828	0.11704
1008	0.44506
1188	0.76433
1368	0.89809
1548	0.94984
1728	0.97134
1908	0.98408
2088	0.99045
2268	0.99443
2448	0.99682
2628	0.99841
2808	0.9992
2988	1
3168	1
